nomination_id,url,Congress,name,organization,Description,date_received,Committee,date_last_action,Latest Action,last_action,congress,residence,role
PN1336,https://www.congress.gov/nomination/107th-congress/1336,107th Congress (2001-2002),Ronald H. Clark,The Judiciary,"Ronald H. Clark, of Texas, to be United States District Judge for the Eastern District of Texas, vice Howell Cobb, retired.",2002-01-23,Judiciary,2002-10-02,Confirmed by the Senate by Voice Vote.,confirmed,107,Texas,United States District Judge
PN1335,https://www.congress.gov/nomination/107th-congress/1335,107th Congress (2001-2002),Samuel H. Mays Jr.,The Judiciary,"Samuel H. Mays, Jr., of Tennessee, to be United States District Judge for the Western District of Tennessee, vice Jerome Turner, deceased.",2002-01-23,Judiciary,2002-05-09,Confirmed by the Senate by Yea-Nay Vote. 97 - 0. Record Vote Number: 106.,confirmed,107,Tennessee,United States District Judge
PN1334,https://www.congress.gov/nomination/107th-congress/1334,107th Congress (2001-2002),Arthur J. Schwab,The Judiciary,"Arthur J. Schwab, of Pennsylvania, to be United States District Judge for the Western District of Pennsylvania, vice Maurice B. Cohill, Jr. retired.",2002-01-23,Judiciary,2002-09-13,Confirmed by the Senate by Yea-Nay Vote. 92 - 0. Record Vote Number: 216.,confirmed,107,Pennsylvania,United States District Judge
PN1333,https://www.congress.gov/nomination/107th-congress/1333,107th Congress (2001-2002),Cynthia M. Rufe,The Judiciary,"Cynthia M. Rufe, of Pennsylvania, to be United States District Judge for the Eastern District of Pennsylvania, vice Norma Levy Shapiro, retired.",2002-01-23,Judiciary,2002-04-30,Confirmed by the Senate by Yea-Nay Vote. 98 - 0. Record Vote Number: 99.,confirmed,107,Pennsylvania,United States District Judge
PN1332,https://www.congress.gov/nomination/107th-congress/1332,107th Congress (2001-2002),Terrence F. McVerry,The Judiciary,"Terrence F. McVerry, of Pennsylvania, to be United States District Judge for the Western District of Pennsylvania, vice Donald E. Ziegler, retired.",2002-01-23,Judiciary,2002-09-03,Confirmed by the Senate by Yea-Nay Vote. 88 - 0. Record Vote Number: 208.,confirmed,107,Pennsylvania,United States District Judge
PN1331,https://www.congress.gov/nomination/107th-congress/1331,107th Congress (2001-2002),Legrome D. Davis,The Judiciary,"Legrome D. Davis, of Pennsylvania, to be United States District Judge for the Eastern District of Pennsylvania, vice Edmund V. Ludwig, retired.",2002-01-23,Judiciary,2002-04-18,Confirmed by the Senate by Yea-Nay Vote. 94 - 0. Record Vote Number: 76.,confirmed,107,Pennsylvania,United States District Judge
PN1330,https://www.congress.gov/nomination/107th-congress/1330,107th Congress (2001-2002),Joy Flowers Conti,The Judiciary,"Joy Flowers Conti, of Pennsylvania, to be United States District Judge for the Western District of Pennsylvania, vice Alan N. Bloch, retired.",2002-01-23,Judiciary,2002-07-29,Confirmed by the Senate by Yea-Nay Vote. 96 - 0. Record Vote Number: 195.,confirmed,107,Pennsylvania,United States District Judge
PN1329,https://www.congress.gov/nomination/107th-congress/1329,107th Congress (2001-2002),Michael M. Baylson,The Judiciary,"Michael M. Baylson, of Pennsylvania, to be United States District Judge for the Eastern District of Pennsylvania, vice Robert F. Kelly, retired.",2002-01-23,Judiciary,2002-04-30,Confirmed by the Senate by Yea-Nay Vote. 98 - 0. Record Vote Number: 98.,confirmed,107,Pennsylvania,United States District Judge
PN1328,https://www.congress.gov/nomination/107th-congress/1328,107th Congress (2001-2002),Thomas M. Rose,The Judiciary,"Thomas M. Rose, of Ohio, to be United States District Judge for the Southern District of Ohio, vice Herman J. Weber, retired.",2002-01-23,Judiciary,2002-05-09,Confirmed by the Senate by Yea-Nay Vote. 95 - 0. Record Vote Number: 107.,confirmed,107,Ohio,United States District Judge
PN1327,https://www.congress.gov/nomination/107th-congress/1327,107th Congress (2001-2002),William J. Martini,The Judiciary,"William J. Martini, of New Jersey, to be United States District Judge for the District of New Jersey, vice John C. Lifland, retired.",2002-01-23,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,New Jersey,United States District Judge
PN1326,https://www.congress.gov/nomination/107th-congress/1326,107th Congress (2001-2002),Joan E. Lancaster,The Judiciary,"Joan E. Lancaster, of Minnesota, to be United States District Judge for the District of Minnesota, vice Paul A. Magnuson, retired.",2002-01-23,Judiciary,2002-04-25,Confirmed by the Senate by Yea-Nay Vote. 99 - 0. Record Vote Number: 95.,confirmed,107,Minnesota,United States District Judge
PN1325,https://www.congress.gov/nomination/107th-congress/1325,107th Congress (2001-2002),Frederick W. Rohlfing III,The Judiciary,"Frederick W. Rohlfing, III, of Hawaii, to be United States District Judge for the District of Hawaii, vice Alan C. Kay, retired.",2002-01-23,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Hawaii,United States District Judge
PN1324,https://www.congress.gov/nomination/107th-congress/1324,107th Congress (2001-2002),Stanley R. Chesler,The Judiciary,"Stanley R. Chesler, of New Jersey, to be United States District Judge for the District of New Jersey, vice Anne Elise Thompson, retired.",2002-01-23,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,New Jersey,United States District Judge
PN1323,https://www.congress.gov/nomination/107th-congress/1323,107th Congress (2001-2002),Lance M. Africk,The Judiciary,"Lance M. Africk, of Louisiana, to be United States District Judge for the Eastern District of Louisiana, vice Edith Brown Clement, elevated.",2002-01-23,Judiciary,2002-04-17,Confirmed by the Senate by Yea-Nay Vote. 97 - 0. Record Vote Number: 69.,confirmed,107,Louisiana,United States District Judge
PN1322,https://www.congress.gov/nomination/107th-congress/1322,107th Congress (2001-2002),Jose E. Martinez,The Judiciary,"Jose E. Martinez, of Florida, to be United States District Judge for the Southern District of Florida, vice Edward B. Davis, retired.",2002-01-23,Judiciary,2002-09-13,Confirmed by the Senate by Voice Vote.,confirmed,107,Florida,United States District Judge
PN1321,https://www.congress.gov/nomination/107th-congress/1321,107th Congress (2001-2002),Percy Anderson,The Judiciary,"Percy Anderson, of California, to be United States District Judge for the Central District of California, vice Kim McLane Wardlaw, elevated.",2002-01-23,Judiciary,2002-04-25,Confirmed by the Senate by Yea-Nay Vote. 99 - 0. Record Vote Number: 85.,confirmed,107,California,United States District Judge
PN1320,https://www.congress.gov/nomination/107th-congress/1320,107th Congress (2001-2002),Kenneth A. Marra,The Judiciary,"Kenneth A. Marra, of Florida, to be United States District Judge for the Southern District of Florida, vice a new position created by Public Law 106-553, approved December 21, 2000.",2002-01-23,Judiciary,2002-09-09,Confirmed by the Senate by Yea-Nay Vote. 82 - 0. Record Vote Number: 211.,confirmed,107,Florida,United States District Judge
PN1318,https://www.congress.gov/nomination/107th-congress/1318,107th Congress (2001-2002),Larry Wade Wagster,Department of Justice,"Larry Wade Wagster, of Mississippi, to be United States Marshal for the Northern District of Mississippi for the term of four years, vice John David Crews, Jr.",2001-12-20,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Mississippi,United States Marshal
PN1317,https://www.congress.gov/nomination/107th-congress/1317,107th Congress (2001-2002),Randy Merlin Johnson,Department of Justice,"Randy Merlin Johnson, of Alaska, to be United States Marshal for the District of Alaska for the term of four years, vice John R. Murphy.",2001-12-20,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Alaska,United States Marshal
PN1316,https://www.congress.gov/nomination/107th-congress/1316,107th Congress (2001-2002),Johnny Lewis Hughes,Department of Justice,"Johnny Lewis Hughes, of Maryland, to be United States Marshal for the District of Maryland for the term of four years, vice George K. McKinney.",2001-12-20,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Maryland,United States Marshal
PN1315,https://www.congress.gov/nomination/107th-congress/1315,107th Congress (2001-2002),James K. Vines,Department of Justice,"James K. Vines, of Tennessee, to be United States Attorney for the Middle District of Tennessee for the term of four years, vice John Marshall Roberts, resigned.",2001-12-20,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Tennessee,United States Attorney
PN1314,https://www.congress.gov/nomination/107th-congress/1314,107th Congress (2001-2002),Jane J. Boyle,Department of Justice,"Jane J. Boyle, of Texas, to be United States Attorney for the Northern District of Texas for the term of four years, vice Paul Edward Coggins, resigned.",2001-12-20,Judiciary,2002-04-12,Confirmed by the Senate by Voice Vote.,confirmed,107,Texas,United States Attorney
PN1309,https://www.congress.gov/nomination/107th-congress/1309,107th Congress (2001-2002),Matthew D. Orwig,Department of Justice,"Matthew D. Orwig, of Texas, to be United States Attorney for the Eastern District of Texas for the term of four years, vice John Michael Bradford, resigned.",2001-12-20,Judiciary,2002-04-12,Confirmed by the Senate by Voice Vote.,confirmed,107,Texas,United States Attorney
PN1301,https://www.congress.gov/nomination/107th-congress/1301,107th Congress (2001-2002),Timothy C. Stanceu,The Judiciary,"Timothy C. Stanceu, of Virginia, to be a Judge of the United States Court of International Trade, vice Richard W. Goldberg, retired.",2001-12-19,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Virginia,Judge
PN1300,https://www.congress.gov/nomination/107th-congress/1300,107th Congress (2001-2002),John M. Rogers,The Judiciary,"John M. Rogers, of Kentucky, to be United States Circuit Judge for the Sixth Circuit, vice Eugene E. Siler, Jr., retired.",2001-12-19,Judiciary,2002-11-14,Confirmed by the Senate by Voice Vote.,confirmed,107,Kentucky,United States Circuit Judge
PN1296,https://www.congress.gov/nomination/107th-congress/1296,107th Congress (2001-2002),David Donald Viles,Department of Justice,"David Donald Viles, of Maine, to be United States Marshal for the District of Maine for the term of four years, vice Laurent F. Gilbert.",2001-12-18,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Maine,United States Marshal
PN1295,https://www.congress.gov/nomination/107th-congress/1295,107th Congress (2001-2002),William Smith Taylor,Department of Justice,"William Smith Taylor, of Alabama, to be United States Marshal for the Southern District of Alabama for the term of four years, vice Robert James Moore.",2001-12-18,Judiciary,2002-03-04,Confirmed by the Senate by Voice Vote.,confirmed,107,Alabama,United States Marshal
PN1294,https://www.congress.gov/nomination/107th-congress/1294,107th Congress (2001-2002),John William Loyd,Department of Justice,"John William Loyd, of Oklahoma, to be United States Marshal for the Eastern District of Oklahoma for the term of four years, vice Robert Bruce Robertson.",2001-12-18,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Oklahoma,United States Marshal
PN1293,https://www.congress.gov/nomination/107th-congress/1293,107th Congress (2001-2002),Chester Martin Keely,Department of Justice,"Chester Martin Keely, of Alabama, to be United States Marshal for the Northern District of Alabama for the term of four years, vice William Henry von Edwards, III, resigned.",2001-12-18,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Alabama,United States Marshal
PN1292,https://www.congress.gov/nomination/107th-congress/1292,107th Congress (2001-2002),Brian Michael Ennis,Department of Justice,"Brian Michael Ennis, of Nebraska, to be United States Marshal for the District of Nebraska for the term of four years, vice Cleveland Vaughn.",2001-12-18,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Nebraska,United States Marshal
PN1289,https://www.congress.gov/nomination/107th-congress/1289,107th Congress (2001-2002),Eric Eugene Robertson,Department of Justice,"Eric Eugene Robertson, of Washington, to be United States Marshal for the Western District of Washington for the term of four years, vice Rosa Maria Melendez, resigned.",2001-12-13,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Washington,United States Marshal
PN1288,https://www.congress.gov/nomination/107th-congress/1288,107th Congress (2001-2002),Michael Wade Roach,Department of Justice,"Michael Wade Roach, of Oklahoma, to be United States Marshal for the Western District of Oklahoma for the term of four years, vice Patrick J. Wilkerson.",2001-12-13,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Oklahoma,United States Marshal
PN1287,https://www.congress.gov/nomination/107th-congress/1287,107th Congress (2001-2002),Dennis Cluff Merrill,Department of Justice,"Dennis Cluff Merrill, of Oregon, to be United States Marshal for the District of Oregon for the term of four years, vice Reginald B. Madsen, resigned.",2001-12-13,Judiciary,2002-03-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Oregon,United States Marshal
PN1286,https://www.congress.gov/nomination/107th-congress/1286,107th Congress (2001-2002),David Glenn Jolley,Department of Justice,"David Glenn Jolley, of Tennessee, to be United States Marshal for the Western District of Tennessee for the term of four years, vice Wesley Joe Wood.",2001-12-13,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Tennessee,United States Marshal
PN1285,https://www.congress.gov/nomination/107th-congress/1285,107th Congress (2001-2002),Arthur Jeffrey Hedden,Department of Justice,"Arthur Jeffrey Hedden, of Tennessee, to be United States Marshal for the Eastern District of Tennessee, for the term of four years, vice Joseph Clyde Fowler, Jr.",2001-12-13,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Tennessee,United States Marshal
PN1284,https://www.congress.gov/nomination/107th-congress/1284,107th Congress (2001-2002),Nehemiah Flowers,Department of Justice,"Nehemiah  Flowers, of Mississippi, to be United States Marshal for the Southern District of Mississippi for the term of four years, vice Eisenhower Durr.",2001-12-13,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Mississippi,United States Marshal
PN1272,https://www.congress.gov/nomination/107th-congress/1272,107th Congress (2001-2002),David Reid Murtaugh,Department of Justice,"David Reid Murtaugh, of Indiana, to be United States Marshal for the Northern District of Indiana for the term of four years, vice Michael D. Carrington.",2001-12-11,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Indiana,United States Marshal
PN1271,https://www.congress.gov/nomination/107th-congress/1271,107th Congress (2001-2002),Ronald Richard McCubbin Jr.,Department of Justice,"Ronald Richard McCubbin, Jr., of Kentucky, to be United States Marshal for the Western District of Kentucky for the term of four years, vice E. Douglas Hamilton.",2001-12-11,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Kentucky,United States Marshal
PN1270,https://www.congress.gov/nomination/107th-congress/1270,107th Congress (2001-2002),Dwight MacKay,Department of Justice,"Dwight  MacKay, of Montana, to be United States Marshal for the District of Montana for the term of four years, vice William Stephen Strizich, resigned.",2001-12-11,Judiciary,2002-01-25,Confirmed by the Senate by Voice Vote.,confirmed,107,Montana,United States Marshal
PN1269,https://www.congress.gov/nomination/107th-congress/1269,107th Congress (2001-2002),William Carey Jenkins,Department of Justice,"William Carey Jenkins, of Louisiana, to be United States Marshal for the Middle District of Louisiana  for the term of four years, vice Ronald Joseph Boudreaux, resigned.",2001-12-11,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Louisiana,United States Marshal
PN1268,https://www.congress.gov/nomination/107th-congress/1268,107th Congress (2001-2002),James Duane Dawson,Department of Justice,"James Duane Dawson, of West Virginia, to be United States Marshal for the Southern District of West Virginia for the term of four years, vice Charles M. Adkins.",2001-12-11,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,West Virginia,United States Marshal
PN1266,https://www.congress.gov/nomination/107th-congress/1266,107th Congress (2001-2002),Christopher James Christie,Department of Justice,"Christopher James Christie, of New Jersey, to be United States Attorney for the District of New Jersey for the term of four years, vice Faith S. Hochberg, resigned.",2001-12-10,Judiciary,2001-12-20,Confirmed by the Senate by Voice Vote.,confirmed,107,New Jersey,United States Attorney
PN1256,https://www.congress.gov/nomination/107th-congress/1256,107th Congress (2001-2002),Michael Taylor Shelby,Department of Justice,"Michael Taylor Shelby, of Texas, to be United States Attorney for the Southern District of Texas for the term of four years, vice Mervyn M. Mosbacker, Jr., resigned.",2001-11-30,Judiciary,2002-04-12,Confirmed by the Senate by Voice Vote.,confirmed,107,Texas,United States Attorney
PN1255,https://www.congress.gov/nomination/107th-congress/1255,107th Congress (2001-2002),Harry E. Cummins III,Department of Justice,"Harry E. Cummins, III, of Arkansas, to be United States Attorney for the Eastern District of Arkansas for the term of four years, vice Paula Jean Casey, resigned.",2001-11-30,Judiciary,2001-12-20,Confirmed by the Senate by Voice Vote.,confirmed,107,Arkansas,United States Attorney
PN1254,https://www.congress.gov/nomination/107th-congress/1254,107th Congress (2001-2002),Thomas P. Colantuono,Department of Justice,"Thomas P. Colantuono, of New Hampshire, to be United States Attorney for the District of New Hampshire for the term of four years, vice Paul Michael Gagnon, resigned.",2001-11-30,Judiciary,2002-02-08,Confirmed by the Senate by Voice Vote.,confirmed,107,New Hampshire,United States Attorney
PN1253,https://www.congress.gov/nomination/107th-congress/1253,107th Congress (2001-2002),Scott A. Abdallah,Department of Justice,"Scott A. Abdallah, of South Dakota, to be United States Attorney for the District of South Dakota for the term of four years, vice Karen Elizabeth Schreier, resigned.",2001-11-30,Judiciary,2002-01-23,Received message of withdrawal of nomination from the President.,withdrawn,107,South Dakota,United States Attorney
PN1241,https://www.congress.gov/nomination/107th-congress/1241,107th Congress (2001-2002),Lawrence A. Greenfeld,Department of Justice,"Lawrence A. Greenfeld, of Maryland, to be Director of the Bureau of Justice Statistics, vice Jan M. Chaiken, resigned.",2001-11-27,Judiciary,2002-07-29,Confirmed by the Senate by Voice Vote.,confirmed,107,Maryland,Director
PN1222,https://www.congress.gov/nomination/107th-congress/1222,107th Congress (2001-2002),Michael A. Battle,Department of Justice,"Michael A. Battle, of New York, to be United States Attorney for the Western District of New York for a term of four years, vice Denise E. O'Donnell, resigned.",2001-11-15,Judiciary,2002-01-25,Confirmed by the Senate by Voice Vote.,confirmed,107,New York,United States Attorney
PN1200,https://www.congress.gov/nomination/107th-congress/1200,107th Congress (2001-2002),Ralph R. Beistline,The Judiciary,"Ralph R. Beistline, of Alaska, to be United States District Judge for the District of Alaska, vice H. Russel Holland, retired.",2001-11-08,Judiciary,2002-03-12,Confirmed by the Senate by Yea-Nay Vote. 98 - 0. Record Vote Number: 46.,confirmed,107,Alaska,United States District Judge
PN1199,https://www.congress.gov/nomination/107th-congress/1199,107th Congress (2001-2002),Henry W. Saad,The Judiciary,"Henry W. Saad, of Michigan, to be United States Circuit Judge for the Sixth Circuit, vice James L. Ryan, retired.",2001-11-08,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Michigan,United States Circuit Judge
PN1198,https://www.congress.gov/nomination/107th-congress/1198,107th Congress (2001-2002),Susan Bieke Neilson,The Judiciary,"Susan Bieke Neilson, of Michigan, to be United States Circuit Judge for the Sixth Circuit, vice Cornelia G. Kennedy, retired.",2001-11-08,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Michigan,United States Circuit Judge
PN1197,https://www.congress.gov/nomination/107th-congress/1197,107th Congress (2001-2002),David W. McKeague,The Judiciary,"David W. McKeague, of Michigan, to be United States Circuit Judge for the Sixth Circuit, vice Richard F. Suhrheinrich, retired.",2001-11-08,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Michigan,United States Circuit Judge
PN1184,https://www.congress.gov/nomination/107th-congress/1184,107th Congress (2001-2002),David Preston York,Department of Justice,"David Preston York, of Alabama, to be United States Attorney for the Southern District of Alabama for the term of four years, vice J. Don Foster, resigned.",2001-11-01,Judiciary,2002-01-25,Confirmed by the Senate by Voice Vote.,confirmed,107,Alabama,United States Attorney
PN1183,https://www.congress.gov/nomination/107th-congress/1183,107th Congress (2001-2002),Frederick R. Heebe,Department of Justice,"Frederick R. Heebe, of Louisiana, to be United States Attorney for the Eastern District of Louisiana for the term of four years, vice Eddie J. Jordan, Jr., resigned.",2001-11-01,Judiciary,2002-03-06,Received message of withdrawal of nomination from the President.,withdrawn,107,Louisiana,United States Attorney
PN1164,https://www.congress.gov/nomination/107th-congress/1164,107th Congress (2001-2002),Richard S. Thompson,Department of Justice,"Richard S. Thompson, of Georgia, to be United States Attorney for the Southern District of Georgia, for the term of four years, vice Harry Donival Dixon, Jr., resigned.",2001-10-25,Judiciary,2001-11-30,Confirmed by the Senate by Voice Vote.,confirmed,107,Georgia,United States Attorney
PN1163,https://www.congress.gov/nomination/107th-congress/1163,107th Congress (2001-2002),Johnny Keane Sutton,Department of Justice,"Johnny Keane Sutton, of Texas, to be United States Attorney for the Western District of Texas, for the term of four years, vice James William Blagg, resigned.",2001-10-25,Judiciary,2001-11-30,Confirmed by the Senate by Voice Vote.,confirmed,107,Texas,United States Attorney
PN1162,https://www.congress.gov/nomination/107th-congress/1162,107th Congress (2001-2002),James A. McDevitt,Department of Justice,"James A. McDevitt, of Washington, to be United States Attorney for the Eastern District of Washington, for the term of four years, vice James Patrick Connelly, resigned.",2001-10-25,Judiciary,2001-11-30,Confirmed by the Senate by Voice Vote.,confirmed,107,Washington,United States Attorney
PN1131,https://www.congress.gov/nomination/107th-congress/1131,107th Congress (2001-2002),Jay C. Zainey,The Judiciary,"Jay C. Zainey, of Louisiana, to be United States District Judge for the Eastern District of Louisiana, vice A.J. McNamara, retired.",2001-10-10,Judiciary,2002-02-11,Confirmed by the Senate by Yea-Nay Vote. 92 - 0. Record Vote Number: 22.,confirmed,107,Louisiana,United States District Judge
PN1118,https://www.congress.gov/nomination/107th-congress/1118,107th Congress (2001-2002),C. Ashley Royal,The Judiciary,"C. Ashley Royal, of Georgia, to be United States District Judge for the Middle District of Georgia, vice Duross Fitzpatrick, retired.",2001-10-09,Judiciary,2001-12-20,Confirmed by the Senate by Voice Vote.,confirmed,107,Georgia,United States District Judge
PN1117,https://www.congress.gov/nomination/107th-congress/1117,107th Congress (2001-2002),Philip R. Martinez,The Judiciary,"Philip R. Martinez, of Texas, to be United States District Judge for the Western District of Texas, vice a new position created by Public Law 106-553, approved December 21, 2000.",2001-10-09,Judiciary,2002-02-05,Confirmed by the Senate by Yea-Nay Vote. 93 - 0. Record Vote Number: 12.,confirmed,107,Texas,United States District Judge
PN1116,https://www.congress.gov/nomination/107th-congress/1116,107th Congress (2001-2002),William H. Steele,The Judiciary,"William H. Steele, of Alabama, to be United States Circuit Judge for the Eleventh Circuit, vice Emmett Ripley Cox, retired.",2001-10-09,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Alabama,United States Circuit Judge
PN1115,https://www.congress.gov/nomination/107th-congress/1115,107th Congress (2001-2002),Julia Smith Gibbons,The Judiciary,"Julia Smith Gibbons, of Tennessee, to be United States Circuit Judge for the Sixth Circuit, vice Gilbert S. Merritt, retired.",2001-10-09,Judiciary,2002-07-29,Confirmed by the Senate by Yea-Nay Vote. 95 - 0. Record Vote Number: 194.,confirmed,107,Tennessee,United States Circuit Judge
PN1099,https://www.congress.gov/nomination/107th-congress/1099,107th Congress (2001-2002),David R. Dugas,Department of Justice,"David R. Dugas, of Louisiana, to be United States Attorney for the Middle District of Louisiana for the term of four years, vice Lezin Joseph Hymel, Jr., resigned.",2001-10-02,Judiciary,2001-11-30,Confirmed by the Senate by Voice Vote.,confirmed,107,Louisiana,United States Attorney
PN1098,https://www.congress.gov/nomination/107th-congress/1098,107th Congress (2001-2002),David E. O'Meilia,Department of Justice,"David E. O'Meilia, of Oklahoma, to be United States Attorney for the Northern District of Oklahoma for the term of four years, vice Stephen Charles Lewis, resigned.",2001-10-02,Judiciary,2001-11-30,Confirmed by the Senate by Voice Vote.,confirmed,107,Oklahoma,United States Attorney
PN1089,https://www.congress.gov/nomination/107th-congress/1089,107th Congress (2001-2002),Cranston J. Mitchell,Department of Justice,"Cranston J. Mitchell, of Missouri, to be a Commissioner of the United States Parole Commission for a term of six years, vice Timothy Earl Jones, Sr.",2001-09-25,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Missouri,Commissioner
PN1088,https://www.congress.gov/nomination/107th-congress/1088,107th Congress (2001-2002),Edward F. Reilly,Department of Justice,"Edward F. Reilly, of Kansas, to be a Commissioner of the United States Parole Commission for a term of six years.  (Reappointment)",2001-09-25,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Kansas,Commissioner
PN1087,https://www.congress.gov/nomination/107th-congress/1087,107th Congress (2001-2002),Drew Howard Wrigley,Department of Justice,"Drew Howard Wrigley, of North Dakota, to be United States Attorney for the District of North Dakota for the term of four years, vice John Thomas Schneider, resigned.",2001-09-25,Judiciary,2001-11-06,Confirmed by the Senate by Voice Vote.,confirmed,107,North Dakota,United States Attorney
PN1064,https://www.congress.gov/nomination/107th-congress/1064,107th Congress (2001-2002),Mary Ann Solberg,Executive Office of the President,"Mary Ann Solberg, of Michigan, to be Deputy Director of National Drug Control Policy.  (New Position)",2001-09-21,Judiciary,2002-04-22,Confirmed by the Senate by Voice Vote.,confirmed,107,Michigan,Deputy Director
PN1063,https://www.congress.gov/nomination/107th-congress/1063,107th Congress (2001-2002),Randy Crane,The Judiciary,"Randy  Crane, of Texas, to be United States District Judge for the Southern District of Texas, vice a new position created by Public Law 106-553, approved December 21, 2000.",2001-09-21,Judiciary,2002-03-18,Confirmed by the Senate by Yea-Nay Vote. 91 - 0. Record Vote Number: 52.,confirmed,107,Texas,United States District Judge
PN1062,https://www.congress.gov/nomination/107th-congress/1062,107th Congress (2001-2002),Clay D. Land,The Judiciary,"Clay D. Land, of Georgia, to be United States District Judge for the Middle District of Georgia, vice J. Robert Elliott, retired.",2001-09-21,Judiciary,2001-12-13,Confirmed by the Senate by Voice Vote.,confirmed,107,Georgia,United States District Judge
PN1053,https://www.congress.gov/nomination/107th-congress/1053,107th Congress (2001-2002),Karl K. Warner II,Department of Justice,"Karl K. Warner, II, of West Virginia, to be United States Attorney for the Southern District of West Virginia for the term of four years, vice Rebecca Aline Betts, resigned.",2001-09-19,Judiciary,2001-10-23,Confirmed by the Senate by Voice Vote.,confirmed,107,West Virginia,United States Attorney
PN1052,https://www.congress.gov/nomination/107th-congress/1052,107th Congress (2001-2002),John McKay,Department of Justice,"John  McKay, of Washington, to be United States Attorney for the Western District of Washington for the term of four years, vice Katrina Campbell Pflaumer, resigned.",2001-09-19,Judiciary,2001-10-23,Confirmed by the Senate by Voice Vote.,confirmed,107,Washington,United States Attorney
PN1051,https://www.congress.gov/nomination/107th-congress/1051,107th Congress (2001-2002),Alice Howze Martin,Department of Justice,"Alice Howze Martin, of Alabama, to be United States Attorney for the Northern District of Alabama for the term of four years, vice G. Douglas Jones, resigned.",2001-09-19,Judiciary,2001-11-06,Confirmed by the Senate by Voice Vote.,confirmed,107,Alabama,United States Attorney
PN1050,https://www.congress.gov/nomination/107th-congress/1050,107th Congress (2001-2002),Patrick J. Fitzgerald,Department of Justice,"Patrick J. Fitzgerald, of Illinois, to be United States Attorney for the Northern District of Illinois for the term of four years, vice Scott Richard Lassar, resigned.",2001-09-19,Judiciary,2001-10-23,Confirmed by the Senate by Voice Vote.,confirmed,107,Illinois,United States Attorney
PN1041,https://www.congress.gov/nomination/107th-congress/1041,107th Congress (2001-2002),Barry D. Crane,Executive Office of the President,"Barry D. Crane, of Virginia, to be Deputy Director for Supply Reduction, Office of National Drug Control Policy, vice Thomas J. Umberg.",2001-09-14,Judiciary,2002-04-22,Confirmed by the Senate by Voice Vote.,confirmed,107,Virginia,Deputy Director
PN1033,https://www.congress.gov/nomination/107th-congress/1033,107th Congress (2001-2002),Juan Carlos Benitez,Department of Justice,"Juan Carlos Benitez, of Puerto Rico, to be Special Counsel for Immigration-Related Unfair Employment Practices for a term of four years, vice John D. Trasvina, term expiring.",2001-09-12,Judiciary,2001-11-06,Confirmed by the Senate by Voice Vote.,confirmed,107,Puerto Rico,Special Counsel
