nomination_id,url,Congress,name,organization,Description,date_received,Committee,date_last_action,Latest Action,last_action,congress,residence,role
PN1645,https://www.congress.gov/nomination/115th-congress/1645,115th Congress (2017-2018),Andrew S. Oldham,The Judiciary,"Andrew S. Oldham, of Texas, to be United States Circuit Judge for the Fifth Circuit, vice Edward C. Prado, retiring.",2018-02-15,Judiciary,2018-07-18,Confirmed by the Senate by Yea-Nay Vote. 50 - 49. Record Vote Number: 160.,confirmed,115,Texas,United States Circuit Judge
PN1644,https://www.congress.gov/nomination/115th-congress/1644,115th Congress (2017-2018),Thomas S. Kleeh,The Judiciary,"Thomas S. Kleeh, of West Virginia, to be United States District Judge for the Northern District of West Virginia, vice Irene M. Keeley, retired.",2018-02-15,Judiciary,2018-10-11,Confirmed by the Senate by Yea-Nay Vote. 65 - 30. Record Vote Number: 239.,confirmed,115,West Virginia,United States District Judge
PN1643,https://www.congress.gov/nomination/115th-congress/1643,115th Congress (2017-2018),Nancy E. Brasel,The Judiciary,"Nancy E. Brasel, of Minnesota, to be United States District Judge for the District of Minnesota, vice Ann D. Montgomery, retired.",2018-02-15,Judiciary,2018-08-28,Confirmed by the Senate by Voice Vote.,confirmed,115,Minnesota,United States District Judge
PN1642,https://www.congress.gov/nomination/115th-congress/1642,115th Congress (2017-2018),Mark Jeremy Bennett,The Judiciary,"Mark Jeremy Bennett, of Hawaii, to be United States Circuit Judge for the Ninth Circuit, vice Richard R. Clifton, retired.",2018-02-15,Judiciary,2018-07-10,Confirmed by the Senate by Yea-Nay Vote. 72 - 27. Record Vote Number: 145.,confirmed,115,Hawaii,United States Circuit Judge
PN1528,https://www.congress.gov/nomination/115th-congress/1528,115th Congress (2017-2018),Robert R. Summerhays,The Judiciary,"Robert R. Summerhays, of Louisiana, to be United States District Judge for the Western District of Louisiana, vice Rebecca F. Doherty, retired.",2018-01-24,Judiciary,2018-09-06,Confirmed by the Senate by Voice Vote.,confirmed,115,Louisiana,United States District Judge
PN1527,https://www.congress.gov/nomination/115th-congress/1527,115th Congress (2017-2018),Maureen K. Ohlhausen,The Judiciary,"Maureen K. Ohlhausen, of Virginia, to be Judge of the United States Court of Federal Claims for a term of fifteen years, vice Lawrence J. Block, term expired.",2018-01-24,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Virginia,Judge
PN1526,https://www.congress.gov/nomination/115th-congress/1526,115th Congress (2017-2018),John B. Nalbandian,The Judiciary,"John B. Nalbandian, of Kentucky, to be United States Circuit Judge for the Sixth Circuit, vice John M. Rogers, retiring.",2018-01-24,Judiciary,2018-05-15,Confirmed by the Senate by Yea-Nay Vote. 53 - 45. Record Vote Number: 95.,confirmed,115,Kentucky,United States Circuit Judge
PN1525,https://www.congress.gov/nomination/115th-congress/1525,115th Congress (2017-2018),Dominic W. Lanza,The Judiciary,"Dominic W. Lanza, of Arizona, to be United States District Judge for the District of Arizona, vice Susan Ritchie Bolton, retired.",2018-01-24,Judiciary,2018-09-06,Confirmed by the Senate by Yea-Nay Vote. 60 - 35. Record Vote Number: 203.,confirmed,115,Arizona,United States District Judge
PN1524,https://www.congress.gov/nomination/115th-congress/1524,115th Congress (2017-2018),Susan Brnovich,The Judiciary,"Susan Brnovich, of Arizona, to be United States District Judge for the District of Arizona, vice Neil Vincent Wake, retired.",2018-01-24,Judiciary,2018-10-11,Confirmed by the Senate by Voice Vote.,confirmed,115,Arizona,United States District Judge
PN1523,https://www.congress.gov/nomination/115th-congress/1523,115th Congress (2017-2018),Alan D. Albright,The Judiciary,"Alan D. Albright, of Texas, to be United States District Judge for the Western District of Texas, vice Walter S. Smith, Jr., retired.",2018-01-24,Judiciary,2018-09-06,Confirmed by the Senate by Voice Vote.,confirmed,115,Texas,United States District Judge
PN1521,https://www.congress.gov/nomination/115th-congress/1521,115th Congress (2017-2018),Wendy Vitter,The Judiciary,"Wendy Vitter, of Louisiana, to be United States District Judge for the Eastern District of Louisiana, vice Helen G. Berrigan, retired.",2018-01-23,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Louisiana,United States District Judge
PN1520,https://www.congress.gov/nomination/115th-congress/1520,115th Congress (2017-2018),Michael J. Truncale,The Judiciary,"Michael J. Truncale, of Texas, to be United States District Judge for the Eastern District of Texas, vice Ronald H. Clark, retiring.",2018-01-23,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Texas,United States District Judge
PN1519,https://www.congress.gov/nomination/115th-congress/1519,115th Congress (2017-2018),Jeremy D. Kernodle,The Judiciary,"Jeremy D. Kernodle, of Texas, to be United States District Judge for the Eastern District of Texas, vice Michael H. Schneider, Sr., retired.",2018-01-23,Judiciary,2018-10-11,Confirmed by the Senate by Voice Vote.,confirmed,115,Texas,United States District Judge
PN1518,https://www.congress.gov/nomination/115th-congress/1518,115th Congress (2017-2018),J. Campbell Barker,The Judiciary,"J. Campbell Barker, of Texas, to be United States District Judge for the Eastern District of Texas, vice Leonard E. Davis, retired.",2018-01-23,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Texas,United States District Judge
PN1424,https://www.congress.gov/nomination/115th-congress/1424,115th Congress (2017-2018),Holly Lou Teeter,The Judiciary,"Holly Lou Teeter, of Kansas, to be United States District Judge for the District of Kansas, vice Kathryn H. Vratil, retired.",2018-01-08,Judiciary,2018-08-01,Confirmed by the Senate by Voice Vote.,confirmed,115,Kansas,United States District Judge
PN1423,https://www.congress.gov/nomination/115th-congress/1423,115th Congress (2017-2018),David Ryan Stras,The Judiciary,"David Ryan Stras, of Minnesota, to be United States Circuit Judge for the Eighth Circuit, vice Diana E. Murphy, retired.",2018-01-08,Judiciary,2018-01-30,Confirmed by the Senate by Yea-Nay Vote. 56 - 42. Record Vote Number: 27.,confirmed,115,Minnesota,United States Circuit Judge
PN1422,https://www.congress.gov/nomination/115th-congress/1422,115th Congress (2017-2018),Jesse Seroyer Jr.,Department of Justice,"Jesse Seroyer, Jr., of Alabama, to be United States Marshal for the Middle District of Alabama for the term of four years, vice Arthur Darrow Baylor, retired.",2018-01-08,Judiciary,2018-03-07,Confirmed by the Senate by Voice Vote.,confirmed,115,Alabama,United States Marshal
PN1421,https://www.congress.gov/nomination/115th-congress/1421,115th Congress (2017-2018),Eli Jeremy Richardson,The Judiciary,"Eli Jeremy Richardson, of Tennessee, to be United States District Judge for the Middle District of Tennessee, vice Todd J. Campbell, retired.",2018-01-08,Judiciary,2018-10-11,Confirmed by the Senate by Yea-Nay Vote. 52 - 43. Record Vote Number: 238.,confirmed,115,Tennessee,United States District Judge
PN1420,https://www.congress.gov/nomination/115th-congress/1420,115th Congress (2017-2018),William M. Ray II,The Judiciary,"William M. Ray II, of Georgia, to be United States District Judge for the Northern District of Georgia, vice Harold L. Murphy, retired.",2018-01-08,Judiciary,2018-10-11,Confirmed by the Senate by Yea-Nay Vote. 54 - 41. Record Vote Number: 234.,confirmed,115,Georgia,United States District Judge
PN1419,https://www.congress.gov/nomination/115th-congress/1419,115th Congress (2017-2018),Mark Saalfield Norris Sr.,The Judiciary,"Mark Saalfield Norris, Sr., of Tennessee, to be United States District Judge for the Western District of Tennessee, vice J. Daniel Breen, retired.",2018-01-08,Judiciary,2018-10-11,Confirmed by the Senate by Yea-Nay Vote. 51 - 44. Record Vote Number: 237.,confirmed,115,Tennessee,United States District Judge
PN1418,https://www.congress.gov/nomination/115th-congress/1418,115th Congress (2017-2018),Terry Fitzgerald Moorer,The Judiciary,"Terry Fitzgerald Moorer, of Alabama, to be United States District Judge for the Southern District of Alabama, vice William H. Steele, retired.",2018-01-08,Judiciary,2018-08-28,Confirmed by the Senate by Voice Vote.,confirmed,115,Alabama,United States District Judge
PN1417,https://www.congress.gov/nomination/115th-congress/1417,115th Congress (2017-2018),Emily Coody Marks,The Judiciary,"Emily Coody Marks, of Alabama, to be United States District Judge for the Middle District of Alabama, vice Myron H. Thompson, retired.",2018-01-08,Judiciary,2018-08-01,Confirmed by the Senate by Voice Vote.,confirmed,115,Alabama,United States District Judge
PN1416,https://www.congress.gov/nomination/115th-congress/1416,115th Congress (2017-2018),Matthew J. Kacsmaryk,The Judiciary,"Matthew J. Kacsmaryk, of Texas, to be United States District Judge for the Northern District of Texas, vice Mary Lou Robinson, retired.",2018-01-08,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Texas,United States District Judge
PN1415,https://www.congress.gov/nomination/115th-congress/1415,115th Congress (2017-2018),Michael Joseph Juneau,The Judiciary,"Michael Joseph Juneau, of Louisiana, to be United States District Judge for the Western District of Louisiana, vice Richard T. Haik, Sr., retired.",2018-01-08,Judiciary,2018-10-11,Confirmed by the Senate by Yea-Nay Vote. 54 - 41. Record Vote Number: 236.,confirmed,115,Louisiana,United States District Judge
PN1414,https://www.congress.gov/nomination/115th-congress/1414,115th Congress (2017-2018),Joseph H. Hunt,Department of Justice,"Joseph H. Hunt, of Maryland, to be an Assistant Attorney General, vice Stuart F. Delery, resigned.",2018-01-08,Judiciary,2018-08-28,Confirmed by the Senate by Yea-Nay Vote. 72 - 23. Record Vote Number: 198.,confirmed,115,Maryland,Assistant Attorney General
PN1413,https://www.congress.gov/nomination/115th-congress/1413,115th Congress (2017-2018),Charles Barnes Goodwin,The Judiciary,"Charles Barnes Goodwin, of Oklahoma, to be United States District Judge for the Western District of Oklahoma, vice Robin J. Cauthron, retired.",2018-01-08,Judiciary,2018-08-28,Confirmed by the Senate by Yea-Nay Vote. 52 - 42. Record Vote Number: 200.,confirmed,115,Oklahoma,United States District Judge
PN1412,https://www.congress.gov/nomination/115th-congress/1412,115th Congress (2017-2018),Thomas Alvin Farr,The Judiciary,"Thomas Alvin Farr, of North Carolina, to be United States District Judge for the Eastern District of North Carolina, vice Malcolm J. Howard, retired.",2018-01-08,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,North Carolina,United States District Judge
PN1411,https://www.congress.gov/nomination/115th-congress/1411,115th Congress (2017-2018),Kurt D. Engelhardt,The Judiciary,"Kurt D. Engelhardt, of Louisiana, to be United States Circuit Judge for the Fifth Circuit, vice Edith Brown Clement, retired.",2018-01-08,Judiciary,2018-05-09,Confirmed by the Senate by Yea-Nay Vote. 62 - 34. Record Vote Number: 87.,confirmed,115,Louisiana,United States Circuit Judge
PN1410,https://www.congress.gov/nomination/115th-congress/1410,115th Congress (2017-2018),Stuart Kyle Duncan,The Judiciary,"Stuart Kyle Duncan, of Louisiana, to be United States Circuit Judge for the Fifth Circuit, vice W. Eugene Davis, retired.",2018-01-08,Judiciary,2018-04-24,Confirmed by the Senate by Yea-Nay Vote. 50 - 47. Record Vote Number: 82.,confirmed,115,Louisiana,United States Circuit Judge
PN1409,https://www.congress.gov/nomination/115th-congress/1409,115th Congress (2017-2018),Eric S. Dreiband,Department of Justice,"Eric S. Dreiband, of Maryland, to be an Assistant Attorney General, vice Thomas E. Perez, resigned.",2018-01-08,Judiciary,2018-10-11,Confirmed by the Senate by Yea-Nay Vote. 50 - 47. Record Vote Number: 230.,confirmed,115,Maryland,Assistant Attorney General
PN1408,https://www.congress.gov/nomination/115th-congress/1408,115th Congress (2017-2018),Daniel Desmond Domenico,The Judiciary,"Daniel Desmond Domenico, of Colorado, to be United States District Judge for the District of Colorado, vice Robert E. Blackburn, retired.",2018-01-08,Judiciary,2019-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,115,Colorado,United States District Judge
PN1407,https://www.congress.gov/nomination/115th-congress/1407,115th Congress (2017-2018),Jeffrey Bossert Clark,Department of Justice,"Jeffrey Bossert Clark, of Virginia, to be an Assistant Attorney General, vice John Charles Cruden.",2018-01-08,Judiciary,2018-10-11,Confirmed by the Senate by Yea-Nay Vote. 52 - 45. Record Vote Number: 228.,confirmed,115,Virginia,Assistant Attorney General
